"Symbol","Name","Price","Change","Market Cap","Circulating Supply"
"FRA-USD","Findora USD","0.002213","0.000021","10198000.000","4608000000.000"
"SENSO-USD","SENSO USD","0.145039","0.000894","10192000.000","70269000.000"
"APX-USD","ApolloX USD","0.024348","0.000702","10167000.000","417575000.000"
"KAN-USD","BitKan USD","0.001065","0.000049","10171000.000","9547000000.000"
"QSP-USD","Quantstamp USD","0.014122","-0.000555","10080000.00","713802000.000"
"SDN-USD","Shiden Network USD","0.324253","0.007721","10033000.000","30941000.000"
"BLCT-USD","Bloomzed Loyalty Club Ticket USD","0.263499","0.006862","10013000.000","38000000"
"MVC-USD","MileVerse USD","0.004133","0.000334","9972000.000","2413000000.000"
"WICC-USD","WaykiChain USD","0.047524","0.004509","9980000.00","210000000"
"ZKS-USD","ZKSpace USD","0.050524","0.001912","9976000.000","197440000.00"
"MINTME-USD","MintMe.com Coin USD","0.053714","-0.004986","9969000.000","185590000.00"
"NWC-USD","Newscrypto USD","0.066276","0.002283","9968000.000","150401000.000"
"NRG-USD","Energi USD","0.168220","0.008239","9809000.000","58309000.000"
"DPR-USD","Deeper Network USD","0.007835","-0.000114","9783000.000","1249000000.000"
"PNT5794-USD","pNetwork USD","0.171308","0.007789","9739000.000","56851000.000"
"IHF-USD","Invictus Hyperion Fund USD","0.083674","0.003915","9630000.00","115093000.000"
"FOR-USD","ForTube USD","0.015049","0.001086","9624000.000","639520000.00"
"IDRT-USD","Rupiah Token USD","0.000065","-0.000001","9579000.000","148449000000.000"
"SHPING-USD","SHPING USD","0.005349","0.000290","9535000.000","1782000000.000"
"URUS-USD","Aurox USD","18.27","1.68","9534000.000","521929"
"PART-USD","Particl USD","0.753066","0.029079","9480000.00","12589000.000"
"PUSH-USD","Push Protocol USD","0.289542","0.007289","9434000.000","32584000.000"
"AVT-USD","Aventus USD","1.5624","0.0990","9375000.000","6000000"
"GOC-USD","GoCrypto Token USD","0.037940","0.005319","9306000.000","245278000.000"
"HOGE-USD","Hoge Finance USD","0.000023","-0.000002","9315000.000","402276000000.000"
"BABY10334-USD","BabySwap USD","0.029742","0.001807","9330000.00","313694000.000"
"LSS-USD","Lossless USD","0.167315","0.002186","9298000.000","55573000.000"
"NFTX-USD","NFTX USD","15.29","0.07","9274000.000","606672"
"LTX-USD","Lattice Token USD","0.320951","0.008295","9196000.000","28654000.000"
"AUTO-USD","Auto USD","173.29","6.36","9185000.000","53002"
"ERC20-USD","ERC20 USD","0.008112","0.000012","9156000.000","1129000000.000"
"IHC-USD","Inflation Hedging Coin USD","0.000076","0.000006","9138000.000","119643000000.000"
"BASIC-USD","BASIC USD","0.001217","0.000133","9064000.000","7449000000.000"
"PDEX-USD","Polkadex USD","1.2128","-0.2309","9048000.000","7460000.00"
"ZNN-USD","Zenon USD","1.4300","0.2143","9053000.000","6331000.000"
"PEEL-USD","Meta Apes USD","0.061559","0.003963","9034000.000","146760000.00"
"STAKE-USD","STAKE USD","1.0666","-0.0019","9023000.000","8460000.00"
"SNFT-USD","Spain National Fan Token USD","0.369308","0.106910","8993000.000","24350000.00"
"ROOK-USD","Rook USD","14.48","-3.85","8944000.000","617636"
"BSCPAD-USD","BSCPAD USD","0.112192","0.004320","8887000.000","79212000.000"
"AFC11532-USD","Arsenal Fan Token USD","1.8691","0.1100","8806000.000","4712000.000"
"RFOX-USD","RFOX USD","0.006689","0.000376","8776000.000","1312000000.000"
"PERL-USD","PERL.eco USD","0.017873","0.000902","8775000.000","490939000.000"
"MSOL-USD","Marinade Staked SOL USD","17.55","3.39","8742000.000","498000"
"GET-USD","GET Protocol USD","0.768934","0.008780","8757000.000","11388000.000"
"XEP-USD","Electra Protocol USD","0.000490","-0.000003","8613000.000","17577000000.000"
"BF-USD","BitForex Token USD","0.002002","0.000036","8586000.000","4289000000.000"
"MRS21178-USD","Metars Genesis USD","0.955265","0.126482","8491000.000","8889000.000"
"TITAN-USD","TitanSwap USD","0.091821","0.004825","8504000.000","92615000.000"
"UNCX-USD","UniCrypt USD","259.77","3.28","8458000.000","32558"
"TTT5514-USD","The Transfer Token USD","0.076765","0.000263","8446000.000","110022000.000"
"CTX-USD","Cryptex Finance USD","2.3464","-0.2753","8419000.000","3588000.000"
"VEED-USD","VIMworld USD","0.001502","0.000302","8358000.000","5566000000.000"
"XDB-USD","DigitalBits USD","0.006007","0.000346","8341000.000","1389000000.000"
"PALLA-USD","Pallapay USD","0.011175","0.000165","8309000.000","743546000.000"
"MCB-USD","MCDEX Token USD","4.4526","0.4128","8256000.000","1854000.000"
"INSTAR-USD","Insights Network USD","0.041907","-0.007832","8245000.000","196754000.000"
"KDAG-USD","King DAG USD","0.151154","0.015253","8231000.000","54452000.000"
"WHALE-USD","WHALE USD","0.896163","0.064111","8197000.000","9147000.000"
"CERE-USD","Cere Network USD","0.005165","0.000027","8189000.000","1586000000.000"
"WNCG-USD","Wrapped NCG (Nine Chronicles Gold) USD","0.067646","-0.001597","8104000.000","119794000.000"
"GCR11496-USD","Global Coin Research USD","2.0136","0.0000","8054000.000","4000000"
"SCP-USD","ScPrime USD","0.178963","0.024745","8053000.000","44996000.000"
"ARV-USD","Ariva USD","0.000110","0.000007","7994000.000","72553000000.000"
"MBS-USD","MonkeyLeague USD","0.092125","0.008120","7998000.000","86816000.000"
"INTER-USD","Inter Milan Fan Token USD","2.4053","0.0583","7974000.000","3315000.000"
"NUM-USD","Numbers Protocol USD","0.040733","0.001584","7977000.000","195843000.000"
"ADP-USD","Adappter Token USD","0.007564","0.000691","7968000.000","1053000000.000"
"PENDLE-USD","Pendle USD","0.041421","0.002481","7940000.00","191694000.000"
"BUX-USD","BUX Token USD","0.136688","-0.007606","7915000.000","57905000.000"
"CAJ-USD","Cajutel USD","5.8759","0.1028","7947000.000","1352000.000"
"MANDOX19747-USD","MandoX V2 USD","0.00000053","-0.00000001","7933000.000","14943000000000.000"
"DMD-USD","Diamond USD","2.1338","0.1293","7938000.000","3720000.00"
"GRID-USD","Grid+ USD","0.201739","-0.004211","7916000.000","39236000.000"
"ATM-USD","Atletico De Madrid Fan Token USD","2.8202","0.0789","7851000.000","2784000.000"
"UFT-USD","UniLend USD","0.252248","0.003928","7833000.000","31053000.000"
"POSI-USD","Position Exchange USD","0.098260","0.012982","7810000.00","79484000.000"
"CIV11345-USD","Civilization USD","0.025912","0.004489","7774000.000","300000000"
"LOKA-USD","League of Kingdoms Arena USD","0.309338","0.021301","7764000.000","25100000.0"
"TEMCO-USD","TEMCO USD","0.001935","0.000377","7689000.000","3973000000.000"
"THG-USD","Thetan Arena USD","0.067256","0.000911","7639000.000","113585000.000"
"GO-USD","GoChain USD","0.006353","0.000354","7612000.000","1198000000.000"
"SNM-USD","SONM (BEP-20) USD","0.170210","0.008104","7557000.000","44400000.0"
"GARI-USD","Gari Network USD","0.038303","0.002435","7590000.00","198158000.000"
"TABOO-USD","TABOO TOKEN USD","0.000771","0.000050","7544000.000","9783000000.000"
"LBC-USD","LBRY Credits USD","0.011525","0.000334","7540000.00","654237000.000"
"TREEB-USD","Retreeb USD","0.013630","-0.000321","7454000.000","546916000.000"
"ALU-USD","Altura USD","0.011850","0.000376","7415000.000","625757000.000"
"ZCN-USD","0Chain USD","0.153592","0.009864","7434000.000","48401000.000"
"CRTS-USD","Cratos USD","0.000210","-0.000027","7354000.000","35003000000.000"
"VINU15270-USD","Vita Inu USD","0.00000002","0.00000000","7390000.00","488607000000000.000"
"EQUAD-USD","QuadrantProtocol USD","0.017667","0.000936","7339000.000","415437000.000"
"FOAM-USD","FOAM USD","0.023130","0.002929","7322000.000","316572000.000"
"HAI-USD","Hacken Token USD","0.015337","0.000009","7275000.000","474372000.000"
"EPIC-USD","Epic Cash USD","0.472063","0.046445","7209000.000","15271000.000"
"HAPI-USD","HAPI Protocol USD","10.18","0.11","7174000.000","705017"
"XCP-USD","Counterparty USD","2.7290","-0.0040","7133000.000","2614000.000"
"GAL-USD","Galatasaray Fan Token USD","1.7222","0.0833","7051000.000","4094000.000"
"GENE13632-USD","Genopets USD","1.7499","0.0229","7061000.000","4035000.000"
"NYE-USD","NewYork Exchange USD","0.993973","-0.004050","7047000.000","7090000.00"
"QASH-USD","QASH USD","0.019873","0.006960","6955000.000","350000000"
"DACXI-USD","Dacxi USD","0.001955","-0.000060","6914000.000","3536000000.000"
"RAE-USD","Receive Access Ecosystem USD","1.1102","-0.0230","6866000.000","6185000.000"
"ID-USD","Everest USD","0.058565","0.000656","6835000.000","116700000.0"
"PNG-USD","Pangolin USD","0.050621","-0.004178","6822000.000","134772000.000"
"ATLAS-USD","Star Atlas USD","0.003149","0.000406","6801000.000","2160000000.00"
"SHIRYO-USD","Shiryo USD","0.00000000","0.00000000","6736000.000","981846772000000000.000"
"ZBC-USD","Zebec Protocol USD","0.009195","0.000658","6734000.000","732333000.000"
"RING-USD","Darwinia Network USD","0.005412","0.000311","6688000.000","1236000000.000"
"SHILL-USD","SHILL Token USD","0.019799","-0.000257","6644000.000","335549000.000"
"HPT-USD","Huobi Pool Token USD","0.001249","-0.000011","6655000.000","5329000000.000"
"OAX-USD","OAX USD","0.085645","0.013292","6599000.000","77045000.000"
"PROB-USD","ProBit Token USD","0.156962","0.007560","6592000.000","42000000"
"XPX-USD","ProximaX USD","0.001070","0.000060","6526000.000","6097000000.000"
"DGD-USD","DigixDAO USD","88.72","15.29","6554000.000","73873"
"IPAD-USD","Infinity PAD USD","0.006535","0.000028","6535000.000","1000000000"
"APM-USD","apM Coin USD","0.017990","0.001489","6510000.00","361875000.000"
"VAL-USD","Validity USD","1.3751","0.0355","6469000.000","4704000.000"
"CRPT-USD","Crypterium USD","0.079938","0.000951","6465000.000","80881000.000"
"SWASH-USD","Swash USD","0.014723","0.002035","6427000.000","436508000.000"
"WOM19623-USD","Wombat Exchange USD","0.284296","0.009660","6401000.000","22516000.000"
"ES-USD","Era Swap USD","0.004166","0.000163","6414000.000","1539000000.000"
"FUND-USD","Unification USD","0.185835","0.022696","6402000.000","34447000.000"
"QTCON-USD","Quiztok USD","0.001037","0.000107","6398000.000","6172000000.000"
"EMRX-USD","Emirex Token USD","0.234226","0.017660","6385000.000","27259000.000"
"BFT-USD","BnkToTheFuture USD","0.008723","0.000854","6368000.000","729956000.000"
"EL-USD","ELYSIA USD","0.001958","0.000153","6325000.000","3231000000.000"
"WABI-USD","Wabi USD","0.063021","0.004310","6302000.000","100000000"
"ASK-USD","Permission Coin USD","0.000388","-0.000032","6274000.000","16167000000.000"
"SATT-USD","SaTT USD","0.001917","0.000044","6221000.000","3245000000.000"
"SOC5126-USD","Soda Coin USD","0.003285","-0.000523","6208000.000","1890000000.00"
"MSB-USD","Misbloc USD","0.030924","0.000628","6154000.000","199015000.000"
"XMC-USD","Monero Classic USD","0.321179","0.044430","6159000.000","19176000.000"
"DIME-USD","Dimecoin USD","0.000013","0.000001","6108000.000","478333000000.000"
"BOR-USD","BoringDAO USD","41.82","3.80","6008000.000","143641"
"RGT-USD","Rari Governance Token USD","0.479302","0.004506","5978000.000","12472000.000"
"VR-USD","Victoria VR USD","0.007605","-0.000575","5984000.000","786756000.000"
"SOCKS-USD","Unisocks USD","19639.29","1999.34","5931000.000","302"
"VDAI-USD","Venus DAI USD","0.021546","0.000001","5915000.000","274538000.000"
"CELL-USD","Cellframe USD","0.206528","0.029027","5907000.000","28599000.000"
"CRU-USD","Crust Network USD","0.639646","0.017831","5914000.000","9245000.000"
"ARIA20-USD","Arianee USD","0.219675","0.011295","5899000.000","26854000.000"
"GMM-USD","Gamium USD","0.000504","-0.000011","5874000.000","11657000000.000"
"NEER-USD","Metaverse.Network Pioneer USD","0.300830","0.001595","5852000.000","19453000.000"
"DRGN-USD","Dragonchain USD","0.015600","0.003319","5784000.000","370773000.000"
"BAN-USD","Banano USD","0.004136","0.000068","5774000.000","1396000000.000"
"CAPS-USD","Ternoa USD","0.008823","0.000377","5752000.000","651976000.000"
"REAP-USD","ReapChain USD","0.018585","-0.000061","5719000.000","307700000.0"
"BTR4167-USD","Bitrue Coin USD","0.043528","0.001124","5721000.000","131421000.000"
"VRT-USD","Venus Reward Token USD","0.000258","0.000015","5678000.000","22000000000"
"VXL-USD","Voxel X Network USD","0.025658","0.004678","5655000.000","220381000.000"
"BEPRO-USD","BEPRO Network USD","0.000836","-0.000044","5659000.000","6765000000.000"
"TIFI-USD","TiFi Token USD","0.00000007","0.00000000","5575000.000","81887000000000.000"
"HIBS-USD","Hiblocks USD","0.000550","0.000028","5545000.000","10086000000.000"
"ASR-USD","AS Roma Fan Token USD","2.4192","0.0474","5506000.000","2276000.000"
"GF15585-USD","GuildFi USD","0.130479","0.000645","5504000.000","42185000.000"
"GHX-USD","GamerCoin USD","0.011838","0.001111","5485000.000","463373000.000"
"SOV-USD","Sovryn USD","0.241577","-0.015521","5459000.000","22596000.000"
"SYLO-USD","Sylo USD","0.002238","0.000085","5443000.000","2432000000.000"
"OBSR-USD","Observer USD","0.000963","-0.000036","5422000.000","5627000000.000"
"AURY-USD","Aurory USD","0.563667","-0.069435","5411000.000","9600000.0"
"BUY11750-USD","Buying.com USD","0.016231","0.000289","5385000.000","331790000.00"
"VBIT-USD","Valobit USD","0.004469","-0.000308","5367000.000","1201000000.000"
"RAINI-USD","Rainicorn USD","0.010681","0.000831","5341000.000","500000000"
"PEX16104-USD","PearDAO USD","0.101118","0.005174","5288000.000","52300000.0"
"VLTC-USD","Venus LTC USD","1.2746","0.1773","5280000.00","4142000.000"
"SALT-USD","SALT USD","0.065550","0.004137","5263000.000","80284000.000"
"CHNG-USD","Chainge USD","0.047739","0.001142","5254000.000","110046000.000"
"AAB-USD","AAX Token USD","0.698586","-0.014748","5239000.000","7500000.0"
"OG-USD","OG Fan Token USD","2.9718","-0.0403","5224000.000","1758000.000"
"MOBI-USD","Mobius USD","0.009970","0.000727","5156000.000","517158000.000"
"MENGO-USD","Flamengo Fan Token USD","1.1217","0.0842","5140000.00","4583000.000"
"ONE-USD","BigONE Token USD","0.000543","0.000015","5134000.000","9449000000.000"
"WIKEN-USD","Project WITH USD","0.005955","0.000461","5112000.000","858339000.000"
"MOF-USD","Molecular Future USD","0.000102","0.000005","5100000.0","50000000000"
"UPUNK-USD","Unicly CryptoPunks Collection USD","0.020381","0.001416","5095000.000","250000000"
"BONE11865-USD","Bone ShibaSwap USD","0.728972","0.026140","5085000.000","6975000.000"
"MYST-USD","Mysterium USD","0.250886","0.004562","5026000.000","20034000.000"
"SIDUS-USD","SIDUS USD","0.001582","0.000044","4980000.00","3147000000.000"
"VID-USD","Vivid Labs USD","0.029779","-0.002194","4946000.000","166087000.000"
"ILC-USD","ILCOIN USD","0.005440","0.001956","4939000.000","907899000.000"
"NEX-USD","Nash USD","0.169085","0.004485","4932000.000","29166000.000"
"SHFT-USD","Shyft Network USD","0.009025","-0.000180","4921000.000","545241000.000"
"WOOP-USD","Woonkly Power USD","0.031285","0.003391","4903000.000","156732000.000"
"ETHAX-USD","ETHAX USD","0.036085","0.000727","4915000.000","136214000.000"
"CGG-USD","ChainGuardians USD","0.079667","-0.003093","4898000.000","61478000.000"
"PCX-USD","ChainX USD","0.390458","-0.007327","4883000.000","12505000.000"
"CHI-USD","Xaya USD","0.100506","0.009486","4871000.000","48463000.000"
"MAPS-USD","MAPS USD","0.106978","0.004153","4867000.000","45497000.000"
"JUP-USD","Jupiter USD","0.004849","0.000188","4849000.000","1000000000"
"POLIS11213-USD","Star Atlas DAO USD","0.224435","0.037548","4848000.000","21600000.0"
"ZYN-USD","Zynecoin USD","0.147724","0.027022","4833000.000","32713000.000"
"TKP-USD","TOKPIE USD","0.168127","-0.000791","4828000.000","28714000.000"
"INV-USD","Inverse Finance USD","51.27","2.63","4806000.000","93725"
"CREAM-USD","Cream Finance USD","7.7193","0.2957","4758000.000","616378"
"GULF-USD","Gulf Coin USD","0.041354","0.000741","4740000.00","114627000.000"
"NAKA-USD","Nakamoto Games USD","0.065525","-0.000449","4741000.000","72361000.000"
"QLC-USD","QLC Chain USD","0.019746","0.001858","4739000.000","240000000"
"TEN-USD","Tokenomy USD","0.023689","0.001019","4738000.000","200000000"
"SIGNA-USD","Signum USD","0.002220","0.000234","4731000.000","2131000000.000"
"TOWN-USD","Town Star USD","0.017303","0.000973","4728000.000","273244000.000"
"RDN-USD","Raiden Network Token USD","0.070621","0.018258","4717000.000","66794000.000"
"POLK-USD","Polkamarkets USD","0.052542","-0.000216","4653000.000","88555000.000"
"NXS-USD","Nexus USD","0.062699","0.000733","4645000.000","74085000.000"
"CRP-USD","Crypton USD","0.643297","0.005109","4618000.000","7178000.000"
"CAS-USD","Cashaa USD","0.005613","-0.000446","4600000.0","819528000.000"
"VIDYA-USD","Vidya USD","0.112872","0.010518","4590000.00","40669000.000"
"MTH-USD","Monetha USD","0.011377","-0.000234","4578000.000","402400000.0"
"GOM2-USD","AnimalGo USD","0.004702","0.000361","4546000.000","966864000.000"
"GMEE-USD","GAMEE USD","0.011730","0.000949","4563000.000","388960000.00"
"ENQ-USD","Enecuum USD","0.022386","0.000747","4562000.000","203792000.000"
"TRA-USD","Trabzonspor Fan Token USD","1.1648","0.0662","4570000.00","3923000.000"
"BCN-USD","Bytecoin USD","0.000025","0.000003","4540000.00","184067000000.000"
"DVPN-USD","Sentinel USD","0.000352","-0.000013","4536000.000","12872000000.000"
"OXB-USD","Oxbull.tech USD","0.618614","0.024474","4487000.000","7253000.000"
"SWFTC-USD","SwftCoin USD","0.001122","0.000024","4493000.000","4005000000.000"
"MSU-USD","MetaSoccer USD","0.038443","-0.001350","4470000.00","116279000.000"
"TORN-USD","Tornado Cash USD","4.0593","0.1947","4464000.000","1100000.0"
"VLINK-USD","Venus LINK USD","0.143577","0.008096","4438000.000","30907000.000"
"MHC-USD","#MetaHash USD","0.001235","0.000033","4438000.000","3593000000.000"
"JOB-USD","Jobchain USD","0.000448","0.000060","4421000.000","9865000000.000"
"PKF-USD","Firebird USD","0.105247","0.004298","4399000.000","41801000.000"
"PXP-USD","PointPay USD","0.014512","0.001037","4390000.00","302501000.000"
"XED-USD","Exeedme USD","0.051430","-0.000209","4363000.000","84831000.000"
"MASQ-USD","MASQ USD","0.170549","0.013997","4359000.000","25561000.000"
"FCT-USD","Factom USD","0.416833","0.016251","4361000.000","10462000.000"
"KYL-USD","Kylin USD","0.016118","0.000122","4356000.000","270260000.00"
"XDEFI-USD","XDEFI Wallet USD","0.078198","0.001988","4344000.000","55555000.000"
"TRVL-USD","TRVL USD","0.036615","0.002573","4348000.000","118742000.000"
"EPIK-USD","EPIK Prime USD","0.007526","0.000066","4339000.000","576507000.000"
"POOLZ-USD","Poolz Finance USD","1.1397","0.0288","4311000.000","3782000.000"
"MEETONE-USD","MEET.ONE USD","0.002251","0.000137","4306000.000","1913000000.000"
"GRIN-USD","Grin USD","0.043811","0.000362","4303000.000","98213000.000"
"OGV-USD","Origin Dollar Governance USD","0.004997","0.000309","4297000.000","859782000.000"
"MONA7866-USD","Monavale USD","409.23","21.77","4262000.000","10414"
"REVV-USD","REVV USD","0.015253","0.001106","4244000.000","278271000.000"
"BETU-USD","BetU USD","0.039271","0.001610","4226000.000","107608000.000"
"SLIM-USD","Solanium USD","0.042176","0.005999","4218000.000","100000000"
"KASTA-USD","Kasta USD","0.032321","0.001489","4201000.000","129984000.000"
"AWC-USD","Atomic Wallet Coin USD","0.394244","0.009390","4180000.00","10604000.000"
"TRV-USD","TrustVerse USD","0.005497","0.000046","4167000.000","758025000.000"
"MEME-USD","Memetic / PepeCoin USD","0.138814","0.034329","4147000.000","29874000.000"
"FB11308-USD","Fenerbahçe Token USD","1.8868","0.0407","4113000.000","2180000.00"
"SD-USD","Stader USD","0.400677","0.040372","4067000.000","10149000.000"
"BTRS-USD","Bitball Treasure USD","8.9818","-9.7829","4042000.000","450000"
"DOBO-USD","DogeBonk USD","0.00000001","0.00000000","4017000.000","582960000000000.00"
"GOVI-USD","Govi USD","0.236446","0.010744","4008000.000","16950000.00"
"DEHUB-USD","DeHub USD","0.001060","0.000001","3993000.000","3768000000.000"
"WRLD-USD","NFT Worlds USD","0.006134","-0.000068","3994000.000","651091000.000"
"CUMMIES-USD","CumRocket USD","0.002995","0.000192","3955000.000","1320000000.00"
"CGT-USD","CACHE Gold USD","56.53","1.01","3953000.000","69924"
"ATRI-USD","Atari Token USD","0.002668","0.000157","3951000.000","1481000000.000"
"VALOR-USD","Valor Token USD","0.196960","0.004461","3946000.000","20036000.000"
"ASTA-USD","ASTA USD","0.001877","0.000128","3942000.000","2100000000.0"
"EDG-USD","Edgeless USD","0.032105","-0.003030","3922000.000","122147000.000"
"SHR-USD","ShareToken USD","0.001651","0.000103","3913000.000","2370000000.00"
"BITCNY-USD","bitCNY USD","0.138183","0.002285","3903000.000","28246000.000"
"DSLA-USD","DSLA Protocol USD","0.000707","0.000028","3883000.000","5492000000.000"
"INSUR-USD","InsurAce USD","0.086536","0.006532","3885000.000","44892000.000"
"XTM-USD","Torum USD","0.022885","0.000061","3865000.000","168897000.000"
"BIP-USD","Minter Network USD","0.000599","-0.000004","3863000.000","6447000000.000"
"NEW-USD","Newton USD","0.000187","0.000004","3856000.000","20572000000.000"
"NAP-USD","Napoli Fan Token USD","2.8426","0.1158","3838000.000","1350000.00"
"OOE-USD","OpenOcean USD","0.022630","0.001390","3829000.000","169204000.000"
"DERI-USD","Deri Protocol USD","0.023182","0.000288","3821000.000","164834000.000"
"FUSE-USD","Fuse Network USD","0.069245","-0.001080","3812000.000","55046000.000"
"SAN-USD","Santiment Network Token USD","0.059925","-0.010609","3793000.000","63294000.000"
"LNR22103-USD","Lunar USD","0.051144","0.003599","3776000.000","73831000.000"
"EDG5274-USD","Edgeware USD","0.000595","0.000012","3780000.00","6350000000.00"
"1WO-USD","1World USD","0.101490","0.000000","3777000.000","37219000.000"
"LBL-USD","LABEL Foundation USD","0.004203","0.000599","3774000.000","898119000.000"
"SFI-USD","saffron.finance USD","40.72","4.48","3746000.000","91982"
"NAV-USD","Navcoin USD","0.049915","0.001610","3735000.000","74824000.000"
"AXIS8849-USD","AXIS Token USD","0.011683","0.000419","3742000.000","320303000.000"
"VEMP-USD","vEmpire DDAO USD","0.021364","0.000014","3711000.000","173684000.000"
"HC-USD","HyperCash USD","0.082412","0.000231","3714000.000","45072000.000"
"ZANO-USD","Zano USD","0.324944","0.009844","3712000.000","11423000.000"
"ROOBEE-USD","ROOBEE USD","0.000897","0.000061","3680000.00","4102000000.000"
"MINT10977-USD","Mint Club USD","0.00000352","0.00000018","3666000.000","1041000000000.000"
"UFC11533-USD","UFC Fan Token USD","1.6377","0.3030","3685000.000","2250000.00"
"STRP-USD","Strips Finance USD","0.876472","0.062825","3616000.000","4126000.000"
"DFA-USD","DeFine USD","0.064273","0.002466","3611000.000","56182000.000"
"IDIA-USD","Impossible Finance Launchpad USD","0.079236","0.004614","3566000.000","45000000"
"BAO-USD","Bao Finance USD","0.000103","-0.000006","3523000.000","34066000000.000"
"BIOT-USD","BioPassport Token USD","0.001995","-0.000106","3502000.000","1755000000.000"
"DFYN-USD","Dfyn Network USD","0.021819","0.000475","3490000.00","159966000.000"
"GLCH-USD","Glitch USD","0.043668","-0.001112","3462000.000","79283000.000"
"NOW-USD","ChangeNOW Token USD","0.040348","0.001936","3422000.000","84804000.000"
"PAC-USD","PAC Protocol USD","0.000196","-0.000045","3418000.000","17434000000.000"
"DHT-USD","dHedge DAO USD","0.097007","-0.002998","3414000.000","35196000.000"
"SAFEMOON-USD","SafeMoon USD","0.00000001","0.00000000","3392000.000","562011000000000.000"
"ERA-USD","Era Token (Era7) USD","0.074013","0.001655","3406000.000","46022000.000"
"JGN-USD","Juggernaut USD","0.033927","0.001463","3400000.0","100210000.00"
"","StrikeX USD","0.024826","-0.000308","3377000.000","136009000.000"
"HAM-USD","Hamster USD","0.00000000","0.00000000","3382000.000","2384230000000000.00"
"SHX-USD","Stronghold Token USD","0.000577","0.000037","3343000.000","5794000000.000"
"DYP-USD","DeFi Yield Protocol USD","0.142353","-0.002639","3364000.000","23631000.000"
"SHX-USD","Stronghold Token USD","0.000577","0.000037","3343000.000","5794000000.000"
"WOM-USD","WOM Protocol USD","0.031535","0.001828","3332000.000","105658000.000"
"OTO-USD","OTOCASH USD","0.089818","0.000091","3307000.000","36821000.000"
"ARA11738-USD","Adora Token USD","0.020646","0.006203","3303000.000","160000000"
"PKT9523-USD","PKT USD","0.000985","-0.000043","3298000.000","3348000000.000"
"LIKE-USD","LikeCoin USD","0.002807","0.000101","3287000.000","1171000000.000"
"CBX-USD","CropBytes USD","0.044177","-0.003991","3287000.000","74414000.000"
"TON-USD","Tokamak Network USD","1.2040","0.1023","3284000.000","2727000.000"
"ZIG-USD","Zigcoin USD","0.007767","0.000190","3274000.000","421534000.000"
"O3-USD","O3 Swap USD","0.063571","0.001641","3272000.000","51468000.000"
"MTV-USD","MultiVAC USD","0.000910","0.000034","3266000.000","3587000000.000"
"XCHF-USD","CryptoFranc USD","1.0473","0.0423","3247000.000","3100000.0"
"NVT-USD","NerveNetwork USD","0.011620","0.000481","3219000.000","276984000.000"
"DTEP-USD","DECOIN USD","0.056533","0.002204","3212000.000","56813000.000"
"DEL-USD","Decimal USD","0.037237","-0.000088","3209000.000","86184000.000"
"CARD-USD","Cardstack USD","0.001356","-0.000129","3197000.000","2358000000.000"
"VSP-USD","Vesper USD","0.359809","-0.021285","3197000.000","8885000.000"
"RVF-USD","RocketX exchange USD","0.049245","0.004789","3163000.000","64225000.000"
"YAM7131-USD","YAM V3 USD","0.194642","0.006814","3161000.000","16240000.00"
"XNO8368-USD","Xeno Token USD","0.008665","0.000504","3225000.000","372211000.000"
"PSTAKE-USD","pSTAKE Finance USD","0.070781","0.007521","3139000.000","44347000.000"
"LNC-USD","Linker Coin USD","0.027789","0.001083","3134000.000","112776000.000"
"PBR-USD","PolkaBridge USD","0.047797","-0.005572","3119000.000","65246000.000"
"PI-USD","Plian USD","0.003389","0.000107","3114000.000","918984000.000"
"BTCP-USD","Bitcoin Private USD","0.648870","0.064689","3105000.000","4786000.000"
"GPX-USD","GPEX USD","0.398363","0.020301","3102000.000","7786000.000"
"NXT-USD","Nxt USD","0.003104","-0.000084","3100000.0","999000000"
"KMA-USD","Calamari Network USD","0.001944","0.000047","3089000.000","1589000000.000"
"FKX-USD","FortKnoxster USD","0.020448","-0.000554","3067000.000","150000000"
"XEND-USD","Xend Finance USD","0.025708","0.000552","3061000.000","119060000.00"
"UNO8875-USD","Uno Re USD","0.041624","0.001788","3048000.000","73232000.000"
"SKEB-USD","Skeb Coin USD","0.006556","0.000000","3061000.000","466900000.0"
"BAAS-USD","BaaSid USD","0.000500","-0.000146","3053000.000","6100000000.0"
"ABYSS-USD","Abyss USD","0.013296","0.000220","3040000.00","228665000.000"
"WOW-USD","Wownero USD","0.046025","0.000626","3044000.000","66139000.000"
"PMON-USD","Polychain Monsters USD","0.885203","0.004927","3019000.000","3410000.00"
"LGCY-USD","LGCY Network USD","0.000236","0.000024","3003000.000","12714000000.000"
"IGNIS-USD","Ignis USD","0.003946","-0.000254","3004000.000","761144000.000"
"SKEY-USD","Skey Network USD","0.016466","0.000236","2991000.000","181631000.000"
"KARMA-USD","KARMA USD","0.000549","0.000021","2991000.000","5451000000.000"
"CCT-USD","Carbon Credit USD","0.175796","-0.121698","2987000.000","16989000.000"
"NBT-USD","NanoByte Token USD","0.004419","0.000084","2983000.000","675001000.000"
"RVLT-USD","Revolt 2 Earn USD","0.00000005","0.00000000","2960000.00","59816000000000.000"
"OPUL-USD","Opulous USD","0.067332","0.015458","2957000.000","43914000.000"
"GST20236-USD","Green Satoshi Token (BSC) USD","0.028774","0.002995","2934000.000","101972000.000"
