"Symbol","Name","Price","Change","Market Cap","Circulating Supply"
"BIR-USD","Birake USD","0.014397","-0.001111","1525000.000","105903000.000"
"ACK-USD","AcknoLedger USD","0.024911","0.000546","1523000.000","61140000.00"
"BHC-USD","Billion Happiness USD","30.34","0.87","1517000.000","50000"
"MIR-USD","MIR COIN USD","0.001940","0.000006","1514000.000","780627000.000"
"FEVR-USD","RealFevr USD","0.000928","0.000011","1513000.000","1630000000.00"
"LIME-USD","iMe Lab USD","0.006098","-0.000076","1504000.000","246570000.00"
"COVA-USD","COVA USD","0.000602","0.000020","1501000.000","2496000000.000"
"DPET-USD","My DeFi Pet USD","0.092676","0.003829","1498000.000","16167000.000"
"YAXIS-USD","yAxis USD","1.6016","-0.0128","1493000.000","931896"
"BIX-USD","Bibox Token USD","0.017403","0.000003","1487000.000","85431000.000"
"NFTY-USD","NFTY Network USD","0.005761","0.000978","1476000.000","256259000.000"
"TFBX-USD","TrueFeedBack USD","0.000403","0.000020","1475000.000","3661000000.000"
"XAUR-USD","Xaurum USD","0.020683","-0.000334","1472000.000","71186000.000"
"ZUSD8772-USD","ZUSD USD","1.0049","-0.0060","1480000.00","1472000.000"
"PLANETS-USD","PlanetWatch USD","0.004608","0.000258","1471000.000","319244000.000"
"BIN-USD","Binemon USD","0.001872","0.000082","1469000.000","784871000.000"
"WEBD-USD","WebDollar USD","0.000099","0.000000","1468000.000","14807000000.000"
"UNB-USD","Unbound USD","0.001279","0.000046","1464000.000","1144000000.000"
"TOP-USD","TOP USD","0.000264","-0.000002","1455000.000","5512000000.000"
"NFTB-USD","NFTb USD","0.013696","0.000170","1455000.000","106243000.000"
"DRF-USD","DRIFE USD","0.001724","-0.000086","1455000.000","844210000.00"
"8PAY-USD","8PAY USD","0.024206","0.009325","1453000.000","60011000.000"
"DAV-USD","DAV Coin USD","0.002091","-0.000016","1450000.00","693651000.000"
"AZY-USD","Amazy USD","0.034926","-0.000013","1429000.000","40924000.000"
"SWOP-USD","Swop USD","0.574123","-0.002230","1507000.000","2625000.000"
"EXRN-USD","EXRNchain USD","0.000015","0.000000","1430000.00","92500000000.0"
"CRON-USD","Cryptocean USD","0.173539","0.008827","1423000.000","8199000.000"
"SLRS-USD","Solrise Finance USD","0.013409","-0.000044","1417000.000","105705000.000"
"CWS-USD","Seascape Crowns USD","0.420967","0.001067","1521000.000","3614000.000"
"ODDZ-USD","Oddz USD","0.020035","0.000542","1320000.00","65870000.00"
"RPG12221-USD","Rangers Protocol USD","1.4500","0.0092","1411000.000","972829"
"ATT-USD","Attila USD","0.003133","0.000041","1411000.000","450383000.000"
"SKILL-USD","CryptoBlades USD","1.5879","-0.0044","1406000.000","885486"
"EBEN-USD","Green Ben USD","0.055741","-0.000938","1407000.000","25237000.000"
"STANDARD-USD","Stakeborg DAO USD","0.282392","0.010270","1401000.000","4961000.000"
"CONV-USD","Convergence USD","0.000765","0.000000","1273000.000","1664000000.000"
"INT-USD","INT USD","0.002865","0.000099","1394000.000","486577000.000"
"ADAPAD-USD","ADAPad USD","0.011847","0.000421","1394000.000","117642000.000"
"C20-USD","CRYPTO20 USD","0.034494","0.000481","1394000.000","40403000.000"
"BBANK-USD","blockbank USD","0.017208","-0.000275","1393000.000","80947000.000"
"GZONE-USD","GameZone USD","0.021799","0.000712","1393000.000","63890000.00"
"FTC-USD","Feathercoin USD","0.005881","-0.000017","1391000.000","236600000.0"
"CMERGE-USD","CoinMerge (ERC-20) USD","0.000308","-0.000003","1390000.00","4517000000.000"
"SHI-USD","Shirtum USD","0.007956","0.000370","1383000.000","173823000.000"
"CBC-USD","CBC.network USD","0.008869","0.000104","1382000.000","155865000.000"
"MAN-USD","Matrix AI Network USD","0.006434","-0.000609","1379000.000","214302000.000"
"KT-USD","Kuai Token USD","0.119265","0.000000","1378000.000","11558000.000"
"IDNA-USD","Idena USD","0.022806","0.006469","1378000.000","60422000.000"
"PLY19268-USD","Aurigami USD","0.000938","0.000018","1378000.000","1470000000.00"
"TRUE-USD","TrueChain USD","0.016895","0.002362","1344000.000","79576000.000"
"EPK-USD","EpiK Protocol USD","0.010540","0.000450","1371000.000","130057000.000"
"HOTCROSS-USD","Hot Cross USD","0.012025","0.001011","1368000.000","113750000.00"
"STARS-USD","Mogul Productions USD","0.004453","-0.000631","1366000.000","306658000.000"
"YEC-USD","Ycash USD","0.104540","0.007689","1365000.000","13054000.000"
"MTC-USD","DOC.COM USD","0.001750","0.000000","1354000.000","773580000.00"
"CVT-USD","CyberVein USD","0.001276","-0.000111","1353000.000","1060000000.00"
"TKING-USD","Tiger King Coin USD","0.00000209","-0.00000004","1352000.000","645999000000.000"
"AEON-USD","Aeon USD","0.085268","-0.000637","1350000.00","15831000.000"
"ALY-USD","ALLY USD","0.000580","0.000002","1334000.000","2300000000.0"
"IMT-USD","Moneytoken USD","0.000117","-0.000001","1328000.000","11369000000.000"
"EFX-USD","Effect Network USD","0.005252","-0.000002","1324000.000","252169000.000"
"EQZ-USD","Equalizer USD","0.035090","-0.000364","1314000.000","37450000.00"
"IGG-USD","IG Gold USD","0.000148","0.000003","1314000.000","8857000000.000"
"BOTTO-USD","Botto USD","0.042968","-0.000029","1312000.000","30528000.000"
"REVO-USD","Revomon USD","0.052664","0.000524","1307000.000","24810000.00"
"ARDX-USD","ArdCoin USD","0.004682","0.000077","1301000.000","277808000.000"
"GTH-USD","Gather USD","0.006461","-0.000112","1290000.00","199747000.000"
"ZMN-USD","ZMINE USD","0.006044","-0.000078","1286000.000","212706000.000"
"SMARTCREDIT-USD","SmartCredit Token USD","0.947458","0.013206","1279000.000","1350000.00"
"PLOT-USD","PlotX USD","0.019231","-0.000301","1275000.000","66319000.000"
"NABOX-USD","Nabox USD","0.00000663","-0.00000006","1272000.000","191674000000.000"
"PLR-USD","Pillar USD","0.004885","-0.000252","1267000.000","259348000.000"
"CMERGE14794-USD","CoinMerge (BEP-20) USD","0.000268","0.000011","1264000.000","4711000000.000"
"OCTO-USD","OctoFi USD","1.5841","-0.0258","1264000.000","797953"
"FO-USD","FIBOS USD","0.001177","0.000014","1261000.000","1072000000.000"
"MRX-USD","Metrix Coin USD","0.000070","0.000000","1259000.000","17920000000.00"
"BBS18184-USD","BBS Network USD","0.018958","0.002108","1250000.00","65915000.000"
"CMT2246-USD","CyberMiles USD","0.001564","-0.000007","1251000.000","800000000"
"EKTA-USD","Ekta USD","0.079524","-0.003518","1247000.000","15684000.000"
"KINGSHIB-USD","King Shiba USD","0.003561","0.000124","1246000.000","349851000.000"
"LBA-USD","Cred USD","0.001257","-0.000061","1245000.000","990410000.00"
"YBO-USD","Young Boys Fan Token USD","0.843909","-0.002389","1165000.000","1380000.00"
"EDEN-USD","Eden USD","0.093733","-0.001409","1240000.00","13233000.000"
"STAK9441-USD","Jigstack USD","0.000695","0.000020","1234000.000","1776000000.000"
"LIKE10891-USD","Only1 USD","0.008073","-0.000056","1233000.000","152683000.000"
"IBFK-USD","İstanbul Başakşehir Fan Token USD","1.6053","0.0272","1224000.000","762595"
"LIFE-USD","Life Crypto USD","0.000464","-0.000071","1221000.000","2631000000.000"
"CV-USD","carVertical USD","0.000159","-0.000001","1214000.000","7625000000.000"
"SRN-USD","SIRIN LABS Token USD","0.002454","-0.000132","1207000.000","491821000.000"
"OPEN13206-USD","OpenWorld USD","0.023415","-0.000624","1209000.000","51618000.000"
"BXC-USD","BonusCloud USD","0.000360","0.000024","1205000.000","3352000000.000"
"WOMBAT-USD","Wombat Web 3 Gaming Platform USD","0.002801","0.000091","1204000.000","429728000.000"
"HOT-USD","Hydro Protocol USD","0.001712","-0.000003","1202000.000","702000000"
"ICNQ-USD","Iconic Token USD","0.122398","-0.001463","1201000.000","9809000.000"
"GHOST5475-USD","GHOSTPRISM USD","0.222041","-0.001392","1198000.000","5397000.000"
"SYNC-USD","SYNC Network USD","0.010210","-0.000104","1197000.000","117239000.000"
"RAVEN-USD","Raven Protocol USD","0.000262","0.000027","1177000.000","4494000000.000"
"BCA-USD","Bitcoin Atom USD","0.063672","0.000213","1173000.000","18419000.000"
"CTI-USD","ClinTex CTi USD","0.009374","-0.000611","1167000.000","124445000.000"
"ACE9792-USD","ACENT USD","0.009623","-0.000269","1160000.00","120563000.000"
"FARA-USD","FaraLand USD","0.044733","0.001100","1159000.000","25907000.000"
"TXA-USD","Project TXA USD","0.450753","0.011992","1158000.000","2569000.000"
"VIN-USD","VINchain USD","0.001958","-0.000014","1155000.000","590109000.000"
"DAX-USD","DAEX USD","0.003232","-0.000089","1146000.000","354667000.000"
"UNISTAKE-USD","Unistake USD","0.005294","-0.000045","1143000.000","215909000.000"
"BLAST9967-USD","SafeBlast USD","0.00000001","0.00000000","1140000.00","175553000000000.000"
"BMI-USD","Bridge Mutual USD","0.017953","0.000419","1162000.000","64697000.000"
"BCUBE-USD","B-cube.ai USD","0.096886","0.000593","1137000.000","11731000.000"
"CND-USD","Cindicator USD","0.000563","-0.000032","1127000.000","2000000000"
"SLICE-USD","Tranche Finance USD","0.057422","-0.000085","1148000.000","20000000"
"LOWB-USD","Loser Coin USD","0.000019","-0.000002","1126000.000","60297000000.000"
"MAX5067-USD","MAX Exchange Token USD","0.282293","-0.001521","1121000.000","3971000.000"
"XCV-USD","XCarnival USD","0.009302","-0.001658","1116000.000","119932000.000"
"RPG-USD","Revolve Games USD","0.024125","0.001340","1116000.000","46263000.000"
"BMP-USD","Brother Music Platform USD","0.000252","0.000003","1102000.000","4375000000.000"
"PNY-USD","Peony USD","0.002983","0.000504","1100000.0","368638000.000"
"STEP17010-USD","Step® USD","0.001302","0.000058","1094000.000","840000000"
"PUMLX-USD","PUMLx USD","0.039967","0.001353","1095000.000","27392000.000"
"FAIR2366-USD","FairGame USD","0.001139","0.000035","1093000.000","960000000"
"OWC-USD","Oduwacoin USD","0.260438","-0.001281","1091000.000","4189000.000"
"BDP8708-USD","Big Data Protocol USD","0.024473","0.000490","1185000.000","48401000.000"
"FINA-USD","Defina Finance USD","0.019191","-0.000149","1082000.000","56386000.000"
"PUT-USD","PUTinCoin USD","0.000906","0.000095","1076000.000","1189000000.000"
"TMTG-USD","The Midas Touch Gold USD","0.000120","-0.000005","1072000.000","8912000000.000"
"NIF-USD","Unifty USD","0.615510","0.000027","1069000.000","1737000.000"
"PLAY-USD","HEROcoin USD","0.004299","-0.000117","1069000.000","248636000.000"
"BTX-USD","BitCore USD","0.058824","0.008413","1066000.000","18117000.000"
"DAVIS-USD","Davis Cup Fan Token USD","2.3378","0.1083","1066000.000","456097"
"ARCONA-USD","Arcona USD","0.069349","0.000488","1063000.000","15335000.000"
"DESU-USD","Dexsport USD","0.010258","0.000840","1057000.000","103091000.000"
"JULD-USD","JulSwap USD","0.001751","-0.000031","1037000.000","592167000.000"
"MSTR16948-USD","Monsterra (MSTR) USD","0.224125","0.003050","1056000.000","4713000.000"
"GIO-USD","Graviocoin USD","0.014576","-0.000175","1051000.000","72129000.000"
"AMLT-USD","AMLT USD","0.002668","0.000021","1048000.000","392735000.000"
"CHICKS-USD","SolChicks Token USD","0.001637","-0.000368","1046000.000","639107000.000"
"KCCPAD-USD","KCCPAD USD","0.007639","0.000292","1040000.00","136144000.000"
"WHITE-USD","Whiteheart USD","120.81","0.84","1074000.000","8888"
"DNA5234-USD","Metaverse Dualchain Network Architecture USD","0.000051","0.000000","1031000.000","20144000000.000"
"VEX-USD","Vexanium USD","0.001402","-0.000006","1029000.000","733642000.000"
"TONS-USD","Thisoption USD","0.186182","-0.000536","1027000.000","5515000.000"
"IOI-USD","IOI Token USD","0.112595","-0.002198","1015000.000","9014000.000"
"BLK-USD","BlackCoin USD","0.016427","0.001386","1014000.000","61700000.0"
"GMPD-USD","GamesPad USD","0.015025","-0.000066","1013000.000","67401000.000"
"PACOCA-USD","Pacoca USD","0.008205","0.000117","1010000.00","123107000.000"
"CPC-USD","CPChain USD","0.002941","0.000238","1108000.000","376766000.000"
"SILVA-USD","Silva Token USD","0.00000000","0.00000000","1009000.000","1669961000000000.000"
"COMBO-USD","Furucombo USD","0.024982","-0.001581","890512","35646000.000"
"DON9643-USD","Don-key USD","0.013138","-0.000112","1001000.000","76153000.000"
"OPCT-USD","Opacity USD","0.012377","0.000906","995832","80456000.000"
"VIDY-USD","VIDY USD","0.000100","0.000002","993580","9889000000.000"
"HPB-USD","High Performance Blockchain USD","0.013349","-0.000787","975415","73070000.00"
"LBP-USD","Launchblock.com USD","0.001678","-0.000027","1049000.000","624918000.000"
"ZAP-USD","Zap USD","0.004087","0.000120","965136","236144000.000"
"BLANK-USD","BlockWallet USD","0.052315","-0.000091","1015000.000","19395000.000"
"HAND-USD","ShowHand USD","0.000015","0.000000","956804","61912000000.000"
"UAXIE-USD","Unicly Mystic Axies Collection USD","0.095678","-0.000780","956784","10000000"
"MASS-USD","Massnet USD","0.009716","0.000183","952375","98026000.000"
"EFC-USD","Everton Fan Token USD","1.0736","0.0470","951206","885959"
"MIST9218-USD","Mist USD","0.016661","0.000091","938979","56357000.000"
"LAUNCH-USD","SuperLauncher USD","0.197159","0.007585","937989","4758000.000"
"DRM5837-USD","DoDreamChain USD","0.005007","-0.000116","932643","186250000.00"
"XRUNE-USD","Thorstarter USD","0.011550","0.000233","931958","80689000.000"
"CHESS-USD","ChessCoin USD","0.017236","-0.000108","931310","54033000.000"
"GALO-USD","Clube Atlético Mineiro Fan Token USD","0.484677","0.041720","931578","1922000.000"
"PKR-USD","Polker USD","0.006324","-0.000148","924933","146266000.000"
"WNT-USD","Wicrypt USD","0.064028","0.001410","920958","14384000.000"
"GMB3819-USD","GAMB USD","0.000183","-0.000005","915164","5000000000"
"SKU-USD","Sakura USD","0.017263","0.000018","914917","53000000"
"XDN-USD","DigitalNote USD","0.000114","0.000016","912821","7990000000.00"
"STRONG-USD","Strong USD","6.5948","-0.0961","911861","138269"
"YOU-USD","YOU COIN USD","0.001637","-0.000003","910384","556120000.00"
"GHNY-USD","Grizzly Honey USD","46.79","1.22","908520","19416"
"MDA-USD","Moeda Loyalty Points USD","0.045982","-0.000885","902585","19629000.000"
"OMNI-USD","Omni USD","1.6000","0.0000","900904","563065"
"MIBR-USD","MIBR Fan Token USD","0.829860","-0.045535","830280","1001000.000"
"CYC-USD","Cyclone Protocol USD","34.83","1.48","915421","26282"
"XHI-USD","HiCoin USD","0.000203","-0.000001","899235","4435000000.000"
"FCON-USD","SpaceFalcon USD","0.000337","-0.000002","896189","2663000000.000"
"BIST-USD","Bistroo USD","0.020490","0.000453","892652","43565000.000"
"MIT-USD","Galaxy Blitz USD","0.248827","0.005932","892632","3587000.000"
"UCH-USD","Universidad de Chile Fan Token USD","0.933203","0.024879","891348","955149"
"RHYTHM-USD","Rhythm USD","0.000084","0.000002","888859","10563000000.000"
"MPH7742-USD","88mph USD","1.9046","-0.0215","886182","465278"
"NFT-USD","NFT USD","0.023595","0.002745","869782","36863000.000"
"PXC-USD","Phoenixcoin USD","0.009939","-0.000261","868322","87367000.000"
"KICK-USD","KickToken USD","0.007065","0.000481","866712","122677000.000"
"FEAR-USD","Fear USD","0.132654","-0.002069","866515","6532000.000"
"XPN-USD","PANTHEON X USD","0.001264","-0.000261","860603","680786000.000"
"BONDLY-USD","Forj(Bondly) USD","0.008254","-0.000026","858280","103979000.000"
"PHNX-USD","PhoenixDAO USD","0.011441","0.001631","852328","74500000.0"
"BIS-USD","Bismuth USD","0.036188","-0.000744","849811","23483000.000"
"OLY-USD","Olyverse USD","0.000540","0.000004","717745","1328000000.000"
"XBC-USD","Bitcoin Plus USD","4.3793","-1.0148","841499","192152"
"XPC-USD","eXPerience Chain USD","0.00000922","-0.00000002","839616","91091000000.000"
"AIT-USD","AICHAIN USD","0.001565","-0.000008","837477","535067000.000"
"GLEEC-USD","Gleec USD","0.039976","0.003461","833902","20860000.00"
"CCX-USD","Conceal USD","0.053736","-0.000949","826739","15385000.000"
"NEXT14841-USD","ShopNEXT USD","0.004140","-0.000567","825292","199350000.00"
"BITB-USD","Bean Cash USD","0.000164","0.000041","824126","5030000000.00"
"DUCK8063-USD","Duck DAO (DLP Duck Token) USD","0.026134","-0.000837","818507","31319000.000"
"TXL-USD","Autobahn Network USD","0.012201","0.001449","818349","67071000.000"
"CRWNY-USD","Crowny USD","0.001769","0.000041","817597","462192000.000"
"GCOIN-USD","Galaxy Fight Club USD","0.060503","0.006569","870296","14384000.000"
"PAWTH-USD","Pawthereum USD","0.000816","-0.000022","815532","1000000000"
"SHND-USD","StrongHands USD","0.000045","0.000000","814365","17986000000.000"
"EMC-USD","Emercoin USD","0.016166","0.000206","809050","50045000.000"
"UMB-USD","Umbrella Network USD","0.010852","-0.000175","803735","74060000.00"
"ELMON-USD","Elemon USD","0.008563","-0.000277","807268","94275000.000"
"NYC-USD","NewYorkCoin USD","0.00000561","0.00000079","807185","143761000000.000"
"LET-USD","LinkEye USD","0.000807","0.000016","806801","1000000000"
"FNDZ-USD","FNDZ USD","0.031475","-0.000063","805044","25577000.000"
"FIN-USD","DeFiner USD","0.006261","-0.000025","803693","128365000.000"
"CAT-USD","Cat Token USD","0.122752","-0.004396","801276","6528000.000"
"SPFC-USD","Sao Paulo FC Fan Token USD","0.462480","0.011989","801015","1732000.000"
"BOLLY-USD","BollyCoin USD","0.019707","-0.000324","783958","39781000.000"
"CS-USD","Credits USD","0.003561","-0.000079","795750","223456000.000"
"WSG-USD","Wall Street Games USD","0.00000000","0.00000000","797884","311709000000000.000"
"GLC-USD","Goldcoin USD","0.018213","0.000502","795588","43681000.000"
"XPD-USD","PetroDollar USD","0.012373","-0.000071","791777","63993000.000"
"TCP9416-USD","The Crypto Prophecies USD","0.006927","-0.000251","791099","114197000.000"
"BIRD7795-USD","Bird.Money USD","8.3261","-0.4845","790492","94941"
"KAMPAY-USD","KamPay USD","0.002452","0.000294","790156","322225000.000"
"AGA-USD","AGA Token USD","0.072739","0.000494","788704","10843000.000"
"HNST-USD","Honest USD","0.008365","-0.000386","786806","94062000.000"
"SAUBER-USD","Alfa Romeo Racing ORLEN Fan Token USD","0.470436","0.008887","780894","1660000.00"
"GEO5590-USD","GeoDB USD","0.009433","-0.000041","779531","82641000.000"
"AOG16679-USD","AgeOfGods USD","0.015329","0.000469","780404","50912000.000"
"AM-USD","Aston Martin Cognizant Fan Token USD","0.467181","-0.018430","776603","1662000.000"
"GVT-USD","Genesis Vision USD","0.174705","0.001398","773399","4427000.000"
"AVL-USD","Aston Villa Fan Token USD","0.856770","-0.013166","771793","900817"
"HAWK-USD","Hawksight USD","0.003678","0.000032","771625","209805000.000"
"YOYOW-USD","YOYOW USD","0.001467","0.000053","771758","526069000.000"
"STV-USD","Sint-Truidense Voetbalvereniging Fan Token USD","3.0607","0.1775","770304","251675"
"KEX-USD","Kira Network USD","0.061421","-0.001747","769735","12532000.000"
"GRG-USD","RigoBlock USD","0.283568","-0.001511","765934","2701000.000"
"SPORE9468-USD","Spore USD","0.00000000","0.00000000","763095","33852183000000000.000"
"HMQ-USD","Humaniq USD","0.004097","0.000297","761224","185812000.000"
"PLC-USD","PLATINCOIN USD","0.151926","-0.056492","759791","5001000.000"
"UFR-USD","Upfiring USD","0.031642","-0.000180","759407","24000000"
"TIPS-USD","FedoraCoin USD","0.00000357","0.00000000","758303","212270000000.00"
"BUY-USD","Burency USD","0.003872","-0.000008","750693","193878000.000"
"HEC17462-USD","Heroes Chained USD","0.050588","-0.002437","754005","14905000.000"
"XCASH-USD","X-CASH USD","0.000012","-0.000001","753600","62820000000.00"
"LOCG-USD","LOCGame USD","0.015001","-0.000839","753200","50209000.000"
"XTAG-USD","xHashtag DAO USD","0.036313","-0.001320","751636","20699000.000"
"UCA-USD","UCA Coin USD","0.000324","0.000001","747925","2308000000.000"
"FYD-USD","FYDcoin USD","0.001184","-0.000007","745731","629653000.000"
"TRADE-USD","Unitrade USD","0.037901","0.005002","745652","19674000.000"
"TUP-USD","TenUp USD","0.023447","-0.002957","739139","31524000.000"
"HYVE-USD","Hyve USD","0.028748","-0.000887","737270","25646000.000"
"YOP-USD","Yield Optimization Platform & Protocol USD","0.038052","-0.000208","746540","19619000.000"
"FINE-USD","Refinable USD","0.017934","0.000332","736376","41060000.00"
"ZOON-USD","CryptoZoon USD","0.001007","0.000031","732573","727322000.000"
"ZDR-USD","Zloadr USD","0.134645","-0.000952","730546","5426000.000"
"CRBN-USD","Carbon USD","0.021958","0.001314","725266","33030000.00"
"PMA-USD","PumaPay USD","0.000023","0.000002","720675","31732000000.000"
"ESD-USD","Empty Set Dollar USD","0.001596","-0.000111","711693","446012000.000"
"VIBE-USD","VIBE USD","0.002729","0.000297","710010","260136000.000"
"WATCH-USD","yieldwatch USD","0.037893","0.001481","689676","18201000.000"
"BRD-USD","Bread USD","0.007908","-0.001294","702753","88863000.000"
"SWG-USD","Swirge USD","0.058601","0.000163","702072","11981000.000"
"PERI-USD","PERI Finance USD","0.082104","0.001586","701173","8540000.00"
"SOLX-USD","Soldex USD","0.001632","0.000011","685985","420407000.000"
"DOUGH-USD","PieDAO DOUGH v2 USD","0.047185","-0.001586","697520","14783000.000"
"VNLA-USD","Vanilla Network USD","1.2297","-0.0175","697442","567165"
"HTML-USD","HTMLCOIN USD","0.000013","0.000000","695385","53067000000.000"
"INXT-USD","Internxt USD","0.621035","-0.006854","695120","1119000.000"
"COGI-USD","9D NFT USD","0.027320","0.002105","692663","25354000.000"
"SWACE-USD","Swace USD","0.001346","-0.000234","690658","513293000.000"
"GSTS-USD","Gunstar Metaverse USD","0.021963","-0.000591","687232","31290000.00"
"DMG-USD","DMM: Governance USD","0.013693","0.000206","686978","50172000.000"
"OPIUM-USD","Opium USD","0.163884","0.001579","681953","4161000.000"
"EVRY-USD","EVRYNET USD","0.016780","0.000610","677729","40389000.000"
"QDAO-USD","Q DAO Governance token v1.0 USD","2.5686","0.0000","677728","263856"
"SHOPX-USD","SHOPX USD","0.023571","-0.000162","676397","28696000.000"
"ETHPAD-USD","ETHPad USD","0.003388","-0.000214","675588","199427000.000"
"ZEFU-USD","Zenfuse USD","0.010379","0.000321","673595","64899000.000"
"OCN-USD","Odyssey USD","0.000084","0.000000","672771","8000000000"
"CHAT-USD","ChatCoin USD","0.000969","-0.000037","668734","690001000.000"
"MTN-USD","Medicalchain USD","0.002083","-0.000005","668577","320949000.000"
"WAG-USD","WagyuSwap USD","0.012330","0.000000","667878","54165000.000"
"GRLC-USD","Garlicoin USD","0.009937","-0.000354","667720","67193000.000"
"CORN7806-USD","Cornichon USD","0.045336","-0.000095","663831","14642000.000"
"UDO-USD","Unido EP USD","0.010994","-0.000205","705780","64195000.000"
"GLQ-USD","Graphlinq Protocol USD","0.001939","-0.000005","659225","340000000"
"GTC-USD","Game.com USD","0.000863","0.000075","657065","761444000.000"
"RYO-USD","Ryo Currency USD","0.015817","-0.000099","656458","41504000.000"
"RAID21527-USD","Ancient Raid USD","0.011400","0.000273","655917","57538000.000"
"DEXA-USD","DEXA COIN USD","0.000026","-0.000001","653566","25000000000"
"LZ-USD","LaunchZone USD","0.275838","-0.022796","653041","2367000.000"
"DDD-USD","Scry.info USD","0.001484","-0.000048","652870","440057000.000"
"XNL-USD","Chronicle USD","0.031461","0.000697","653652","20777000.000"
"LANA-USD","LanaCoin USD","0.000203","-0.000001","648349","3197000000.000"
"KLO-USD","Kalao USD","0.010410","-0.000171","648228","62270000.00"
"HIT-USD","HitChain USD","0.000011","0.000000","646448","61440000000.00"
"LDOGE-USD","LiteDoge USD","0.000039","0.000000","645808","16423000000.000"
"XMY-USD","Myriad USD","0.000350","0.000030","642048","1834000000.000"
"GFI-USD","Gravity Finance USD","0.001816","0.000129","639574","352267000.000"
"SUMO-USD","Sumokoin USD","0.013016","-0.000324","638464","49054000.000"
"HVN-USD","Hiveterminal Token USD","0.001268","-0.000008","633779","500000000"
"PLF-USD","PlayFuel USD","0.001262","0.000005","630983","500000000"
"PLA4242-USD","PLANET USD","0.002800","0.000000","630012","225000000"
"BITS659-USD","Bitswift USD","0.161410","-0.001012","627020","3885000.000"
"PWAR-USD","PolkaWar USD","0.007521","-0.000093","622931","82822000.000"
"OPEN-USD","Open Platform USD","0.000583","-0.000004","619209","1062000000.000"
"X8X-USD","X8X Token USD","0.007494","0.000104","618448","82522000.000"
"GEN-USD","DAOstack USD","0.012547","0.003595","615171","49029000.000"
"APL7638-USD","Apollon Limassol USD","1.8567","0.0860","611439","329309"
"CFI-USD","CyberFi Token USD","0.253088","-0.007704","607411","2400000.0"
"HGOLD-USD","HollyGold USD","0.133161","0.002600","602259","4523000.000"
"QCH-USD","QChi USD","0.018478","-0.000129","605269","32756000.000"
"XCUR-USD","Curate USD","0.060477","-0.002697","604767","10000000"
"POT-USD","PotCoin USD","0.002636","-0.000268","600464","227757000.000"
"SNY-USD","Synthetify USD","0.106387","-0.001010","598424","5625000.000"
"STPL-USD","Stream Protocol USD","0.002096","-0.000009","597527","285032000.000"
"DAPP-USD","LiquidApps USD","0.000841","0.000024","597064","709902000.000"
"BANK8612-USD","Float Protocol (Bank) USD","2.3938","-0.0571","601725","251366"
"ATL-USD","ATLANT USD","0.011013","-0.000082","596640","54175000.000"
"SKM-USD","Skrumble Network USD","0.000583","0.000005","595248","1022000000.000"
"OIN-USD","OIN Finance USD","0.017958","-0.000236","591726","32951000.000"
"SETH-USD","Sether USD","0.029286","-0.000328","589715","20137000.000"
"ELEC-USD","Electrify.Asia USD","0.001111","-0.000032","588534","529592000.000"
"VPP-USD","Virtue Poker USD","0.005482","-0.000361","586557","106989000.000"
"XMX-USD","XMax USD","0.000020","0.000001","585920","28793000000.000"
"GOF-USD","Golff USD","0.058392","-0.003910","583884","9999000.000"
"MFC16913-USD","Millonarios FC Fan Token USD","0.863092","0.035049","583028","675511"
"XFL-USD","Florin USD","4.2624","-2.3320","583578","136914"
"XSR4818-USD","Xensor USD","0.000126","0.000001","583422","4641000000.000"
"MARSH-USD","UnMarshal USD","0.082162","0.016134","583026","7096000.000"
"NAVI-USD","Natus Vincere Fan Token USD","0.457675","-0.002124","530324","1159000.000"
"KABY-USD","Kaby Arena USD","0.001112","-0.000027","579144","520759000.000"
"BHD-USD","BitcoinHD USD","0.094974","0.001225","577729","6083000.000"
"BLKC-USD","BlackHat USD","0.064559","0.005573","576899","8936000.000"
"TERC-USD","TronEuropeRewardCoin USD","0.001891","-0.000098","575245","304143000.000"
"DAPPX-USD","dAppstore USD","0.003548","-0.000037","574927","162040000.00"
"PETS-USD","MicroPets USD","0.00000011","0.00000000","571481","5007000000000.000"
"OCE-USD","OceanEx Token USD","0.000320","-0.000003","571339","1788000000.000"
"EUNO-USD","EUNO USD","0.000085","-0.000029","570287","6696000000.000"
"SMART-USD","SmartCash USD","0.000403","-0.000010","569696","1414000000.000"
"HGET-USD","Hedget USD","0.325041","0.001723","569291","1751000.000"
"PBX-USD","Paribus USD","0.001122","0.000072","568351","506393000.000"
"PFL-USD","Professional Fighters League Fan Token USD","0.430337","0.010581","561290","1304000.000"
"SAM14020-USD","Samsunspor Fan Token USD","1.3877","0.0734","562078","405038"
"ASTRO12120-USD","AstroSwap USD","0.001310","-0.000053","561418","428463000.000"
"IF-USD","Impossible Finance USD","0.093400","0.000569","560464","6001000.000"
"FLP-USD","FLIP USD","0.010000","0.001600","559559","55955000.000"
"NBOT-USD","Naka Bodhi Token USD","0.007962","-0.000025","557313","70000000"
"RUFF-USD","Ruff USD","0.000563","0.000082","551634","980500000.0"
"UMASK-USD","Unicly Hashmasks Collection USD","0.005507","-0.000045","550722","100000000"
"MND-USD","Mind Music USD","0.00000000","0.00000000","550445","498190000000000.00"
"JRT-USD","Jarvis Network USD","0.018895","-0.000234","548078","29006000.000"
"DWEB-USD","DecentraWeb USD","0.162221","0.000662","544611","3357000.000"
