"Symbol","Name","Price","Change","Market Cap","Circulating Supply"
"VIB-USD","Viberate USD","0.068273","-0.000283","13630000.00","199635000.000"
"FRA-USD","Findora USD","0.002933","0.000001","13513000.000","4608000000.000"
"PNT5794-USD","pNetwork USD","0.237462","0.005522","13500000.0","56851000.000"
"BOO-USD","SpookySwap USD","1.4427","0.2445","13548000.000","9391000.000"
"ACM8538-USD","AC Milan Fan Token USD","3.2663","-0.0273","13546000.000","4147000.000"
"RAI-USD","Rai Reflex Index USD","2.8298","-0.0001","13388000.000","4731000.000"
"JUV-USD","Juventus Fan Token USD","3.9367","0.1317","13384000.000","3400000.0"
"LBC-USD","LBRY Credits USD","0.020381","-0.000520","13334000.000","654237000.000"
"NCT-USD","PolySwarm USD","0.008582","-0.000184","13272000.000","1546000000.000"
"AUTO-USD","Auto USD","248.01","8.47","13145000.000","53002"
"SIX-USD","SIX USD","0.047709","-0.000072","13062000.000","273777000.000"
"OXEN-USD","Oxen USD","0.215409","-0.001152","13043000.000","60551000.000"
"HOPR-USD","HOPR USD","0.060392","0.000902","12849000.000","212756000.000"
"DEXT-USD","DEXTools USD","0.129855","0.003160","12780000.00","98414000.000"
"TITAN-USD","TitanSwap USD","0.137809","-0.013099","12763000.000","92615000.000"
"NFTX-USD","NFTX USD","21.80","-0.17","13223000.000","606672"
"FOR-USD","ForTube USD","0.019694","0.000962","12594000.000","639520000.00"
"STOS-USD","Stratos USD","0.620102","0.130465","12496000.000","20152000.000"
"GST16352-USD","Green Satoshi Token (SOL) USD","0.023600","-0.000177","12531000.000","530962000.000"
"WICC-USD","WaykiChain USD","0.059451","-0.001039","12485000.000","210000000"
"APX-USD","ApolloX USD","0.030889","0.000039","12450000.00","403047000.000"
"RDD-USD","ReddCoin USD","0.000405","0.000001","12321000.000","30397000000.000"
"SNFT-USD","Spain National Fan Token USD","0.501800","0.026897","12219000.000","24350000.00"
"SENSO-USD","SENSO USD","0.173581","0.001225","12197000.000","70269000.000"
"TREEB-USD","Retreeb USD","0.021982","0.001415","12023000.000","546916000.000"
"ABT-USD","Arcblock USD","0.121592","0.002700","11983000.000","98554000.000"
"MBS-USD","MonkeyLeague USD","0.137532","0.001530","11940000.00","86816000.000"
"VTC-USD","Vertcoin USD","0.182550","0.002724","11934000.000","65374000.000"
"GET-USD","GET Protocol USD","1.0423","-0.0341","11870000.00","11388000.000"
"OVR-USD","OVR USD","0.608680","-0.002536","12441000.000","20440000.00"
"SHPING-USD","SHPING USD","0.006620","0.000521","11800000.0","1782000000.000"
"HOGE-USD","Hoge Finance USD","0.000031","0.000000","12598000.000","402276000000.000"
"HEGIC-USD","Hegic USD","0.016547","-0.001023","11645000.000","703727000.000"
"LTX-USD","Lattice Token USD","0.403816","-0.006189","11571000.000","28654000.000"
"SWTH-USD","Carbon Protocol USD","0.007266","0.000399","11542000.000","1589000000.000"
"RFOX-USD","RFOX USD","0.008797","0.000160","11541000.000","1312000000.000"
"MANC-USD","Mancium USD","1.1535","0.0153","11535000.000","10000000"
"HAPI-USD","HAPI Protocol USD","14.44","-0.91","10180000.00","704927"
"ERC20-USD","ERC20 USD","0.010142","-0.000265","11447000.000","1129000000.000"
"VEE-USD","BLOCKv USD","0.003229","0.000190","11407000.000","3532000000.000"
"CTX-USD","Cryptex Finance USD","3.1743","-0.0041","11390000.00","3588000.000"
"LOKA-USD","League of Kingdoms Arena USD","0.453834","0.021185","11391000.000","25100000.0"
"BTC2-USD","Bitcoin 2 USD","0.633241","-0.277406","11369000.000","17954000.000"
"QRL-USD","Quantum Resistant Ledger USD","0.158490","-0.000070","12158000.000","76708000.000"
"NRG-USD","Energi USD","0.195361","0.014351","11344000.000","58066000.000"
"MVC-USD","MileVerse USD","0.004950","0.000025","11335000.000","2290000000.00"
"XOR-USD","SORA USD","6.3707","0.9355","11324000.000","1777000.000"
"DMD-USD","Diamond USD","3.0426","0.0472","11314000.000","3719000.000"
"IHC-USD","Inflation Hedging Coin USD","0.000095","0.000001","11309000.000","119643000000.000"
"GOC-USD","GoCrypto Token USD","0.045817","-0.003335","11238000.000","245278000.000"
"ZBC-USD","Zebec Protocol USD","0.015327","0.000079","11225000.000","732333000.000"
"PDEX-USD","Polkadex USD","1.4999","0.1438","11189000.000","7460000.00"
"BLCT-USD","Bloomzed Loyalty Club Ticket USD","0.292628","-0.004753","11120000.00","38000000"
"BUX-USD","BUX Token USD","0.191539","-0.000438","11091000.000","57905000.000"
"QSP-USD","Quantstamp USD","0.015476","-0.000282","11047000.000","713802000.000"
"EVZ-USD","Electric Vehicle Zone USD","0.024822","-0.000187","10990000.00","442733000.000"
"LSS-USD","Lossless USD","0.197703","0.000762","10987000.000","55573000.000"
"PENDLE-USD","Pendle USD","0.056846","0.002767","10897000.000","191694000.000"
"WHALE-USD","WHALE USD","1.0892","-0.0182","10892000.000","10000000"
"INSTAR-USD","Insights Network USD","0.055278","-0.000773","10876000.000","196754000.000"
"BABY10334-USD","BabySwap USD","0.034932","-0.000049","10808000.000","309411000.000"
"VBIT-USD","Valobit USD","0.008970","0.001903","10771000.000","1201000000.000"
"SNM-USD","SONM (BEP-20) USD","0.242549","0.006381","10769000.000","44400000.0"
"SUKU-USD","Suku USD","0.060185","-0.001074","10737000.000","178403000.000"
"STAKE-USD","STAKE USD","1.2674","-0.0075","10722000.000","8460000.00"
"PERL-USD","PERL.eco USD","0.021822","0.001021","10713000.000","490939000.000"
"MANDOX19747-USD","MandoX V2 USD","0.00000072","0.00000002","10685000.000","14943000000000.000"
"PART-USD","Particl USD","0.844495","0.097193","10616000.000","12570000.00"
"PNG-USD","Pangolin USD","0.080003","0.001069","10653000.000","133159000.000"
"URUS-USD","Aurox USD","20.95","0.64","10936000.000","521929"
"AURY-USD","Aurory USD","1.0949","-0.0042","10511000.000","9600000.0"
"NUM-USD","Numbers Protocol USD","0.052983","-0.003841","10376000.000","195843000.000"
"KAN-USD","BitKan USD","0.001087","-0.000023","10376000.000","9547000000.000"
"ZKS-USD","ZKSpace USD","0.050738","-0.001090","10018000.000","197440000.00"
"MATH-USD","MATH USD","0.089224","-0.001315","10203000.000","114356000.000"
"IHF-USD","Invictus Hyperion Fund USD","0.088003","-0.011885","10129000.000","115093000.000"
"OAX-USD","OAX USD","0.131222","-0.008741","10110000.00","77045000.000"
"AVT-USD","Aventus USD","1.6839","0.1058","10103000.000","6000000"
"XEP-USD","Electra Protocol USD","0.000581","-0.000012","10209000.000","17570000000.00"
"GARI-USD","Gari Network USD","0.050857","0.000552","10078000.000","198158000.000"
"INTER-USD","Inter Milan Fan Token USD","3.0370","-0.0067","10068000.000","3315000.000"
"BSCPAD-USD","BSCPAD USD","0.124761","0.003411","9883000.000","79212000.000"
"WNCG-USD","Wrapped NCG (Nine Chronicles Gold) USD","0.083317","-0.001766","9981000.000","119794000.000"
"XCP-USD","Counterparty USD","3.8079","0.0124","9954000.000","2614000.000"
"BASIC-USD","BASIC USD","0.001334","-0.000008","9937000.000","7449000000.000"
"WABI-USD","Wabi USD","0.099197","-0.007744","9920000.00","100000000"
"GRID-USD","Grid+ USD","0.250762","-0.000258","9839000.000","39236000.000"
"HAI-USD","Hacken Token USD","0.020667","0.000311","9804000.000","474372000.000"
"ZNN-USD","Zenon USD","1.5443","-0.1220","9777000.000","6331000.000"
"UNCX-USD","UniCrypt USD","299.65","4.74","9765000.000","32587"
"THG-USD","Thetan Arena USD","0.085950","0.001593","9763000.000","113585000.000"
"AFC11532-USD","Arsenal Fan Token USD","2.0693","0.0049","9750000.00","4712000.000"
"VINU15270-USD","Vita Inu USD","0.00000002","0.00000000","9743000.000","469733000000000.000"
"FOAM-USD","FOAM USD","0.030236","0.002923","9572000.000","316572000.000"
"BF-USD","BitForex Token USD","0.002230","-0.000010","9564000.000","4289000000.000"
"IDRT-USD","Rupiah Token USD","0.000064","0.000000","9533000.000","148449000000.000"
"ATM-USD","Atletico De Madrid Fan Token USD","3.4149","0.0138","9507000.000","2784000.000"
"CRTS-USD","Cratos USD","0.000270","-0.000007","9461000.000","35003000000.000"
"UFT-USD","UniLend USD","0.303643","0.007135","9429000.000","31053000.000"
"HPT-USD","Huobi Pool Token USD","0.001766","0.000027","9411000.000","5329000000.000"
"DPR-USD","Deeper Network USD","0.007517","-0.000082","9386000.000","1249000000.000"
"PZM-USD","PRIZM USD","0.002980","0.000255","9362000.000","3142000000.000"
"SOV-USD","Sovryn USD","0.415672","-0.004283","9444000.000","22719000.000"
"ARV-USD","Ariva USD","0.000128","0.000000","9282000.000","72553000000.000"
"MCB-USD","MCDEX Token USD","4.9846","0.2790","9242000.000","1854000.000"
"TABOO-USD","TABOO TOKEN USD","0.000943","0.000026","9229000.000","9783000000.000"
"ENQ-USD","Enecuum USD","0.045052","0.009845","9175000.000","203659000.000"
"SCP-USD","ScPrime USD","0.203598","-0.000443","9141000.000","44898000.000"
"CERE-USD","Cere Network USD","0.005693","0.000077","9027000.000","1586000000.000"
"GO-USD","GoChain USD","0.007491","0.000058","8968000.000","1197000000.000"
"SLIM-USD","Solanium USD","0.089177","0.002524","8918000.000","100000000"
"ATLAS-USD","Star Atlas USD","0.004125","0.000109","8910000.00","2160000000.00"
"MRS21178-USD","Metars Genesis USD","1.2951","-0.0133","8870000.00","6849000.000"
"ADP-USD","Adappter Token USD","0.008382","0.000061","8830000.00","1053000000.000"
"ALU-USD","Altura USD","0.013985","-0.000069","8751000.000","625757000.000"
"CRPT-USD","Crypterium USD","0.107771","0.006128","8725000.000","80961000.000"
"PEEL-USD","Meta Apes USD","0.062770","-0.000723","8724000.000","138976000.000"
"SOCKS-USD","Unisocks USD","28868.15","-571.87","8718000.000","302"
"KDAG-USD","King DAG USD","0.159271","0.003477","8673000.000","54452000.000"
"VEED-USD","VIMworld USD","0.001552","0.000059","8640000.00","5566000000.000"
"EPIC-USD","Epic Cash USD","0.445774","0.000662","8503000.000","19075000.000"
"GAFI-USD","GameFi.org USD","8.4818","-0.0118","8466000.000","998099"
"VR-USD","Victoria VR USD","0.010766","-0.000224","8389000.000","779163000.000"
"QASH-USD","QASH USD","0.023959","0.002097","8386000.000","350000000"
"VAL-USD","Validity USD","1.7776","0.1259","8353000.000","4699000.000"
"PUSH-USD","Push Protocol USD","0.304409","0.000622","8357000.000","27452000.000"
"GENE13632-USD","Genopets USD","2.0677","-0.0078","8341000.000","4034000.000"
"CIV11345-USD","Civilization USD","0.027245","0.000319","8174000.000","300000000"
"CAJ-USD","Cajutel USD","6.0385","1.7147","8166000.000","1352000.000"
"ASK-USD","Permission Coin USD","0.000504","0.000005","8145000.000","16167000000.000"
"ARIA20-USD","Arianee USD","0.309958","0.020915","8292000.000","26754000.000"
"TEMCO-USD","TEMCO USD","0.002031","-0.000015","8069000.000","3973000000.000"
"APM-USD","apM Coin USD","0.022004","0.000932","7963000.000","361875000.000"
"ZCN-USD","0Chain USD","0.164139","-0.010893","7944000.000","48401000.000"
"SOC5126-USD","Soda Coin USD","0.004203","-0.000208","7944000.000","1890000000.00"
"DACXI-USD","Dacxi USD","0.002236","0.000004","7906000.000","3536000000.000"
"PALLA-USD","Pallapay USD","0.010636","0.000067","7908000.000","743546000.000"
"FUND-USD","Unification USD","0.227001","0.015416","7820000.00","34447000.000"
"SHILL-USD","SHILL Token USD","0.023658","-0.000072","7820000.00","330549000.000"
"GAL-USD","Galatasaray Fan Token USD","1.8799","0.0187","7697000.000","4094000.000"
"EL-USD","ELYSIA USD","0.002377","-0.000017","7681000.000","3231000000.000"
"ID-USD","Everest USD","0.066196","0.000176","7725000.000","116700000.0"
"RING-USD","Darwinia Network USD","0.006158","0.000056","7563000.000","1228000000.000"
"VRT-USD","Venus Reward Token USD","0.000344","0.000013","7560000.00","22000000000"
"ES-USD","Era Swap USD","0.004902","-0.000001","7546000.000","1539000000.000"
"QTCON-USD","Quiztok USD","0.001276","0.000051","7510000.00","5887000000.000"
"XDB-USD","DigitalBits USD","0.005344","0.000435","7430000.00","1390000000.00"
"POSI-USD","Position Exchange USD","0.093319","0.000938","7419000.000","79499000.000"
"MENGO-USD","Flamengo Fan Token USD","1.6167","0.0279","7409000.000","4583000.000"
"DIME-USD","Dimecoin USD","0.000015","0.000000","7399000.000","478333000000.000"
"GMM-USD","Gamium USD","0.000630","-0.000041","7346000.000","11657000000.000"
"BONE11865-USD","Bone ShibaSwap USD","1.0509","-0.0461","7330000.00","6975000.000"
"NYE-USD","NewYork Exchange USD","1.0327","0.0137","7322000.000","7090000.00"
"EQUAD-USD","QuadrantProtocol USD","0.017394","0.000159","7226000.000","415437000.000"
"GHX-USD","GamerCoin USD","0.015609","-0.000235","7223000.000","462747000.000"
"CREAM-USD","Cream Finance USD","11.71","0.25","7219000.000","616378"
"VID-USD","Vivid Labs USD","0.042603","-0.001294","7076000.000","166087000.000"
"ASR-USD","AS Roma Fan Token USD","3.0918","0.0484","7037000.000","2276000.000"
"BAN-USD","Banano USD","0.005046","0.000009","7036000.000","1394000000.000"
"PCX-USD","ChainX USD","0.559288","-0.005133","6994000.000","12505000.000"
"RAE-USD","Receive Access Ecosystem USD","1.1304","-0.0411","6991000.000","6185000.000"
"OBSR-USD","Observer USD","0.001242","-0.000105","6987000.000","5627000000.000"
"XPX-USD","ProximaX USD","0.001140","0.000028","6953000.000","6097000000.000"
"BTR4167-USD","Bitrue Coin USD","0.052569","0.000051","6909000.000","131421000.000"
"IPAD-USD","Infinity PAD USD","0.006832","-0.000037","6832000.000","1000000000"
"EMRX-USD","Emirex Token USD","0.249918","0.012636","6812000.000","27259000.000"
"VIDYA-USD","Vidya USD","0.164899","-0.008379","6785000.000","41145000.000"
"TORN-USD","Tornado Cash USD","6.1593","0.3150","6774000.000","1100000.0"
"TTT5514-USD","The Transfer Token USD","0.061465","0.002329","6750000.00","109822000.000"
"HIBS-USD","Hiblocks USD","0.000667","-0.000031","6731000.000","10086000000.000"
"CRU-USD","Crust Network USD","0.724322","0.019970","6697000.000","9245000.000"
"OG-USD","OG Fan Token USD","3.8080","0.1122","6694000.000","1758000.000"
"BEPRO-USD","BEPRO Network USD","0.000989","0.000023","6689000.000","6765000000.000"
"BOR-USD","BoringDAO USD","46.38","0.49","6663000.000","143641"
"WOM19623-USD","Wombat Exchange USD","0.283264","-0.018853","6617000.000","23360000.00"
"NEER-USD","Metaverse.Network Pioneer USD","0.339562","-0.000584","6606000.000","19453000.000"
"PEX16104-USD","PearDAO USD","0.126097","0.006715","6595000.000","52300000.0"
"CAPS-USD","Ternoa USD","0.010118","-0.000031","6597000.000","651976000.000"
"POLIS11213-USD","Star Atlas DAO USD","0.304180","0.006521","6570000.00","21600000.0"
"AAB-USD","AAX Token USD","0.873632","-0.016961","6552000.000","7500000.0"
"PROB-USD","ProBit Token USD","0.155140","0.000571","6516000.000","42000000"
"RAINI-USD","Rainicorn USD","0.012930","0.000690","6465000.000","500000000"
"BFT-USD","BnkToTheFuture USD","0.008847","0.000560","6458000.000","729956000.000"
"SATT-USD","SaTT USD","0.001987","0.000004","6448000.000","3245000000.000"
"INV-USD","Inverse Finance USD","70.73","2.39","6630000.00","93725"
"MAPS-USD","MAPS USD","0.139872","0.000948","6366000.000","45511000.000"
"SHIRYO-USD","Shiryo USD","0.00000000","0.00000000","6337000.000","981846772000000000.000"
"QLC-USD","QLC Chain USD","0.026158","0.003086","6278000.000","240000000"
"JUP-USD","Jupiter USD","0.006233","0.000146","6233000.000","1000000000"
"VXL-USD","Voxel X Network USD","0.029119","0.001578","0","0"
"SWASH-USD","Swash USD","0.014387","-0.000266","6190000.00","430230000.00"
"UPUNK-USD","Unicly CryptoPunks Collection USD","0.024677","-0.000012","6169000.000","250000000"
"MOF-USD","Molecular Future USD","0.000122","0.000018","6120000.00","50000000000"
"CELL-USD","Cellframe USD","0.212976","0.001130","6091000.000","28599000.000"
"DOBO-USD","DogeBonk USD","0.00000001","0.00000000","6078000.000","582960000000000.00"
"WIKEN-USD","Project WITH USD","0.007045","-0.000042","6047000.000","858339000.000"
"TOWN-USD","Town Star USD","0.022097","-0.000277","6038000.000","273244000.000"
"CAS-USD","Cashaa USD","0.007346","0.000171","6020000.00","819528000.000"
"DSLA-USD","DSLA Protocol USD","0.001093","0.000117","6002000.000","5492000000.000"
"CHNG-USD","Chainge USD","0.054058","0.000756","5949000.000","110046000.000"
"VDAI-USD","Venus DAI USD","0.021512","0.000023","5906000.000","274538000.000"
"GULF-USD","Gulf Coin USD","0.051274","0.001622","5877000.000","114627000.000"
"SHFT-USD","Shyft Network USD","0.010932","0.000683","5876000.000","537449000.000"
"MSB-USD","Misbloc USD","0.029501","0.002892","5871000.000","199015000.000"
"OGV-USD","Origin Dollar Governance USD","0.006815","0.000240","5859000.000","859782000.000"
"ILC-USD","ILCOIN USD","0.006348","0.000017","5764000.000","907899000.000"
"CGG-USD","ChainGuardians USD","0.096589","-0.000198","5938000.000","61478000.000"
"GF15585-USD","GuildFi USD","0.134231","0.001294","5663000.000","42185000.000"
"POLK-USD","Polkamarkets USD","0.063548","-0.002850","5627000.000","88555000.000"
"ONE-USD","BigONE Token USD","0.000597","0.000004","5645000.000","9449000000.000"
"SWFTC-USD","SwftCoin USD","0.001409","-0.000042","5645000.000","4005000000.000"
"CHI-USD","Xaya USD","0.116346","0.004951","5638000.000","48463000.000"
"MONA7866-USD","Monavale USD","539.63","25.20","5620000.00","10414"
"REAP-USD","ReapChain USD","0.018236","0.001071","5611000.000","307700000.0"
"BETU-USD","BetU USD","0.052098","0.002484","5606000.000","107608000.000"
"SIDUS-USD","SIDUS USD","0.001800","0.000139","5606000.000","3114000000.000"
"GOM2-USD","AnimalGo USD","0.005770","-0.000051","5579000.000","966864000.000"
"PXP-USD","PointPay USD","0.018389","0.000777","5563000.000","302501000.000"
"ZYN-USD","Zynecoin USD","0.169711","0.000893","5552000.000","32713000.000"
"TRV-USD","TrustVerse USD","0.007321","0.000074","5550000.00","758025000.000"
"XDEFI-USD","XDEFI Wallet USD","0.099709","0.000950","5539000.000","55555000.000"
"DRGN-USD","Dragonchain USD","0.014929","-0.000401","5535000.000","370773000.000"
"GMEE-USD","GAMEE USD","0.014229","0.000428","5499000.000","386467000.000"
"XMC-USD","Monero Classic USD","0.286542","-0.005573","5495000.000","19176000.000"
"POOLZ-USD","Poolz Finance USD","1.3813","0.0228","5225000.000","3782000.000"
"TRA-USD","Trabzonspor Fan Token USD","1.3839","-0.0006","5430000.00","3923000.000"
"XED-USD","Exeedme USD","0.064586","0.000552","5479000.000","84831000.000"
"KYL-USD","Kylin USD","0.019947","0.000861","5391000.000","270260000.00"
"DGD-USD","DigixDAO USD","73.28","-35.78","5414000.000","73873"
"MYST-USD","Mysterium USD","0.270024","0.005204","5410000.00","20034000.000"
"DVPN-USD","Sentinel USD","0.000424","0.000020","5399000.000","12727000000.000"
"MHC-USD","#MetaHash USD","0.001502","0.000030","5373000.000","3578000000.000"
"SAN-USD","Santiment Network Token USD","0.084698","0.002688","5361000.000","63294000.000"
"KASTA-USD","Kasta USD","0.041087","-0.000482","5341000.000","129984000.000"
"TKP-USD","TOKPIE USD","0.185725","0.018984","5333000.000","28714000.000"
"NXS-USD","Nexus USD","0.071949","0.000759","5330000.00","74085000.000"
"NEX-USD","Nash USD","0.182693","0.007888","5328000.000","29166000.000"
"EDG5274-USD","Edgeware USD","0.000839","-0.000099","5328000.000","6350000000.00"
"TRVL-USD","TRVL USD","0.044863","-0.000062","5327000.000","118742000.000"
"BTRS-USD","Bitball Treasure USD","11.83","0.00","5322000.000","450000"
"WOOP-USD","Woonkly Power USD","0.033870","0.000022","5309000.000","156732000.000"
"POA-USD","POA Network USD","0.017976","0.000113","5302000.000","294965000.000"
"VLTC-USD","Venus LTC USD","1.2731","0.0595","5274000.000","4142000.000"
"CCT-USD","Carbon Credit USD","0.309433","0.008351","5257000.000","16989000.000"
"TIFI-USD","TiFi Token USD","0.00000006","0.00000001","5193000.000","81265000000000.000"
"SIGNA-USD","Signum USD","0.002420","-0.000614","5157000.000","2131000000.000"
"BUY11750-USD","Buying.com USD","0.015469","-0.000402","5132000.000","331790000.00"
"FCT-USD","Factom USD","0.486349","0.001420","5088000.000","10462000.000"
"NAKA-USD","Nakamoto Games USD","0.069620","0.001259","5038000.000","72361000.000"
"SYLO-USD","Sylo USD","0.002068","0.000031","5028000.000","2432000000.000"
"BCN-USD","Bytecoin USD","0.000027","0.000002","5022000.000","184067000000.000"
"REVV-USD","REVV USD","0.017985","0.000614","5005000.000","278271000.000"
"EPIK-USD","EPIK Prime USD","0.008594","0.000105","4955000.000","576507000.000"
"MSU-USD","MetaSoccer USD","0.042386","-0.000302","4929000.000","116279000.000"
"PKF-USD","Firebird USD","0.118858","0.000054","4968000.000","41801000.000"
"VLINK-USD","Venus LINK USD","0.158780","0.004585","4907000.000","30907000.000"
"GOVI-USD","Govi USD","0.304349","0.005538","5098000.000","16750000.00"
"SHR-USD","ShareToken USD","0.002063","0.000001","4889000.000","2370000000.00"
"ETHAX-USD","ETHAX USD","0.035818","-0.000066","4879000.000","136214000.000"
"DFA-USD","DeFine USD","0.086401","0.000320","4854000.000","56182000.000"
"FKX-USD","FortKnoxster USD","0.032159","0.000898","4824000.000","150000000"
"MEETONE-USD","MEET.ONE USD","0.002521","0.000092","4824000.000","1913000000.000"
"EROWAN-USD","SifChain USD","0.001985","-0.000274","4700000.0","2368000000.000"
"OXB-USD","Oxbull.tech USD","0.624612","0.034086","4530000.00","7253000.000"
"PSTAKE-USD","pSTAKE Finance USD","0.113516","0.003325","5034000.000","44347000.000"
"TEN-USD","Tokenomy USD","0.023764","-0.000316","4753000.000","200000000"
"PBR-USD","PolkaBridge USD","0.071810","-0.001544","4686000.000","65250000.00"
"ATRI-USD","Atari Token USD","0.003197","0.000004","4734000.000","1481000000.000"
"INSUR-USD","InsurAce USD","0.105300","0.000875","4727000.000","44892000.000"
"WRLD-USD","NFT Worlds USD","0.007605","-0.000057","4723000.000","621091000.000"
"FUSE-USD","Fuse Network USD","0.085651","-0.001098","4715000.000","55046000.000"
"LNR22103-USD","Lunar USD","0.064284","0.002333","4746000.000","73831000.000"
"CRP-USD","Crypton USD","0.653874","-0.002021","4694000.000","7178000.000"
"SALT-USD","SALT USD","0.058450","0.011499","4693000.000","80284000.000"
"AZ-USD","Azbit USD","0.000067","0.000053","4686000.000","69750000000.00"
"JOB-USD","Jobchain USD","0.000475","-0.000161","4681000.000","9865000000.000"
"BIP-USD","Minter Network USD","0.000723","0.000040","4640000.00","6415000000.000"
"ASTA-USD","ASTA USD","0.002208","0.000023","4637000.000","2100000000.0"
"EDG-USD","Edgeless USD","0.037947","0.001296","4635000.000","122147000.000"
"HAM-USD","Hamster USD","0.00000000","0.00000000","4634000.000","2384230000000000.00"
"MTH-USD","Monetha USD","0.011482","0.000088","4620000.00","402400000.0"
"OOE-USD","OpenOcean USD","0.026911","0.000240","4553000.000","169204000.000"
"XTM-USD","Torum USD","0.026854","0.000488","4536000.000","168897000.000"
"NEW-USD","Newton USD","0.000220","0.000007","4522000.000","20572000000.000"
"HC-USD","HyperCash USD","0.100081","0.004169","4511000.000","45072000.000"
"NAV-USD","Navcoin USD","0.059989","0.000900","4485000.000","74770000.00"
"DHT-USD","dHedge DAO USD","0.128170","-0.002989","4481000.000","34959000.000"
"GRIN-USD","Grin USD","0.045615","0.000816","4480000.00","98213000.000"
"AWC-USD","Atomic Wallet Coin USD","0.419067","-0.020657","4444000.000","10604000.000"
"CUMMIES-USD","CumRocket USD","0.003361","0.000035","4437000.000","1320000000.00"
"SFI-USD","saffron.finance USD","48.09","1.07","4423000.000","91982"
"JGN-USD","Juggernaut USD","0.044109","0.001334","4420000.00","100210000.00"
"MOBI-USD","Mobius USD","0.008455","0.000099","4373000.000","517158000.000"
"","StrikeX USD","0.032094","0.001005","4365000.000","136009000.000"
"ZANO-USD","Zano USD","0.381498","0.002311","4354000.000","11412000.000"
"TON-USD","Tokamak Network USD","1.5957","0.0104","4352000.000","2727000.000"
"SD-USD","Stader USD","0.428259","-0.010116","4346000.000","10149000.000"
"DERI-USD","Deri Protocol USD","0.026920","-0.002747","4384000.000","162854000.000"
"WOM-USD","WOM Protocol USD","0.040975","-0.002040","4329000.000","105658000.000"
"VALOR-USD","Valor Token USD","0.211247","0.000604","4233000.000","20036000.000"
"PKT9523-USD","PKT USD","0.001264","-0.000011","4231000.000","3348000000.000"
"MINT10977-USD","Mint Club USD","0.00000406","0.00000012","4229000.000","1041000000000.000"
"KROM-USD","Kromatika USD","0.052658","0.006419","4227000.000","80281000.000"
"CBX-USD","CropBytes USD","0.056595","0.000136","4211000.000","74414000.000"
"MTA-USD","mStable Governance Token: Meta (MTA) USD","0.074076","-0.001121","4194000.000","56622000.000"
"GLCH-USD","Glitch USD","0.056079","0.001760","4446000.000","79283000.000"
"NOW-USD","ChangeNOW Token USD","0.049185","0.000439","4171000.000","84804000.000"
"O3-USD","O3 Swap USD","0.080922","-0.000348","4165000.000","51468000.000"
"MTV-USD","MultiVAC USD","0.001153","0.000040","4136000.000","3587000000.000"
"UNO8875-USD","Uno Re USD","0.056449","0.008906","4134000.000","73232000.000"
"FB11308-USD","Fenerbahçe Token USD","1.8880","0.0074","4116000.000","2180000.00"
"LBL-USD","LABEL Foundation USD","0.004896","-0.000325","4111000.000","839679000.000"
"CARD-USD","Cardstack USD","0.001738","0.000028","4099000.000","2358000000.000"
"XNO8368-USD","Xeno Token USD","0.010557","-0.001523","3929000.000","372211000.000"
"LIKE-USD","LikeCoin USD","0.003429","0.000161","4004000.000","1168000000.000"
"DEHUB-USD","DeHub USD","0.001062","0.000000","4002000.000","3768000000.000"
"NXT-USD","Nxt USD","0.004003","0.000115","3999000.000","999000000"
"STACK9201-USD","StackOs USD","0.009422","0.000298","3978000.000","422183000.000"
"UFC11533-USD","UFC Fan Token USD","1.7586","-0.0430","3957000.000","2250000.00"
"NAP-USD","Napoli Fan Token USD","2.9258","-0.0049","3950000.00","1350000.00"
"IGNIS-USD","Ignis USD","0.005170","-0.000124","3935000.000","761144000.000"
"PMON-USD","Polychain Monsters USD","1.1472","0.0107","3912000.000","3410000.00"
"RDN-USD","Raiden Network Token USD","0.058318","0.003583","3895000.000","66794000.000"
"VSP-USD","Vesper USD","0.380232","-0.045849","3368000.000","8859000.000"
"RBC-USD","Rubic USD","0.035591","-0.003015","3879000.000","109000000"
"BITCNY-USD","bitCNY USD","0.137014","-0.001197","3870000.00","28246000.000"
"BAO-USD","Bao Finance USD","0.000114","0.000001","3886000.000","34066000000.000"
"IDIA-USD","Impossible Finance Launchpad USD","0.085254","0.000943","3836000.000","45000000"
"WOW-USD","Wownero USD","0.057951","-0.000116","3833000.000","66139000.000"
"SKEB-USD","Skeb Coin USD","0.008173","-0.000080","3816000.000","466900000.0"
"MAHA-USD","MahaDAO USD","1.2394","0.1384","3813000.000","3077000.000"
"NVT-USD","NerveNetwork USD","0.013772","0.000195","3815000.000","276984000.000"
"SAFEMOON-USD","SafeMoon USD","0.00000001","0.00000000","3750000.00","562016000000000.000"
"1WO-USD","1World USD","0.101290","0.000147","3770000.00","37219000.000"
"DTEP-USD","DECOIN USD","0.065961","0.000193","3747000.000","56813000.000"
"DYP-USD","DeFi Yield Protocol USD","0.156732","0.001048","3704000.000","23631000.000"
"SHX-USD","Stronghold Token USD","0.000637","0.000017","3692000.000","5794000000.000"
"VEMP-USD","vEmpire DDAO USD","0.021181","0.000188","3679000.000","173684000.000"
"RVLT-USD","Revolt 2 Earn USD","0.00000006","0.00000000","3667000.000","59816000000000.000"
"CGT-USD","CACHE Gold USD","52.36","-0.98","3661000.000","69924"
"PAY-USD","TenX USD","0.017639","0.000497","3620000.00","205218000.000"
"ERA-USD","Era Token (Era7) USD","0.078533","0.004836","3614000.000","46022000.000"
